Feature_ID,VIP,Group_Contribution,mz,RT,Correlation_ID,Spectrum_ID,Compound_Name,Adduct,Putative_BA
27439,2.244,AIR,352.2848,4.620,NA,CCMSLIB00010250424,"""Candidate Tetrahydroxylated bile acid (delta mass -73.005; sirius atomic difference: -3C, -3H, 1N, -3O; buddy atomic difference: -3C, -3H, 1N, -3O)""",M+H,NA
36319,2.243,IHC,442.3685,6.647,14,NA,NA,NA,NA
31019,2.242,IHC,341.3050,5.389,40,NA,NA,NA,NA
36777,2.241,IHC,655.5267,6.801,NA,NA,NA,NA,NA
36383,2.241,IHC,548.5055,6.666,667,NA,NA,NA,NA
26922,2.239,AIR,424.2136,4.502,598,NA,NA,NA,NA
29889,2.239,IHC,288.6412,5.179,611,NA,NA,NA,NA
36264,2.238,IHC,641.5110,6.629,673,NA,NA,NA,NA
24791,2.235,IHC,478.2621,4.022,NA,CCMSLIB00010226942,"""Candidate Tetrahydroxylated bile acid (delta mass 52.9723; buddy atomic difference: 2C, -1H, 1N, -1O, 1S)""",M+H,Tetrahydroxylated bile acid_taurine [M-3H2O+H]+
7607,2.231,AIR,249.1238,1.293,NA,NA,NA,NA,NA
29897,2.231,AIR,301.2166,5.181,NA,NA,NA,NA,NA
6591,2.231,AIR,175.1268,1.109,NA,NA,NA,NA,NA
3293,2.230,IHC,344.1827,0.526,NA,NA,NA,NA,NA
29163,2.227,IHC,287.6336,5.022,145,NA,NA,NA,NA
24148,2.226,IHC,639.3021,3.879,NA,NA,NA,NA,NA
19660,2.226,IHC,380.2181,2.945,540,NA,NA,NA,NA
23124,2.225,AIR,260.1859,3.616,155,NA,NA,NA,NA
22595,2.222,AIR,331.2280,3.559,249,CCMSLIB00010261055,"""Candidate Pentahydroxylated bile acid (delta mass -110.059; sirius atomic difference: -3C, -10H, -4O; buddy atomic difference: -3C, -10H, -4O)""",M+H,NA
19891,2.221,AIR,831.4526,3.068,NA,NA,NA,NA,NA
18008,2.218,IHC,516.3025,2.698,NA,CCMSLIB00010223307,"""Candidate Trihydroxylated bile acid (delta mass 107.0094; sirius atomic difference: 2C, 5H, 1N, 2O, 1S; spectral library match to CCMSLIB00003136277, Spectral Match to Taurocholic acid from NIST14)""",M+H,NA
30696,2.217,IHC,504.3064,5.332,491,CCMSLIB00003136028,Spectral Match to 1-Eicosatrienoyl-sn-glycero-3-phosphoethanolamine from NIST14,M+H,NA
19725,2.216,AIR,291.1958,2.972,NA,NA,NA,NA,NA
28002,2.216,IHC,799.5132,4.772,18,NA,NA,NA,NA
27712,2.214,IHC,535.2575,4.681,NA,NA,NA,NA,NA
20735,2.214,AIR,400.2706,3.188,NA,NA,NA,NA,NA
25332,2.212,AIR,352.2850,4.128,139,CCMSLIB00010250424,"""Candidate Tetrahydroxylated bile acid (delta mass -73.005; sirius atomic difference: -3C, -3H, 1N, -3O; buddy atomic difference: -3C, -3H, 1N, -3O)""",M+H,NA
27992,2.212,AIR,427.3569,4.779,NA,NA,NA,NA,NA
1352,2.211,AIR,94.0452,0.261,332,NA,NA,NA,NA
6708,2.209,AIR,176.1301,1.108,NA,NA,NA,NA,NA
26011,2.209,AIR,400.2154,4.286,NA,NA,NA,NA,NA
12702,2.208,AIR,306.1010,1.926,759,NA,NA,NA,NA
21429,2.205,AIR,229.1438,3.439,186,CCMSLIB00006118297,Traumatic Acid - 40.0 eV,M+H,NA
19957,2.201,AIR,407.2804,3.035,248,CCMSLIB00010236767,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0087; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O)""",M+H,NA
15729,2.201,AIR,394.1542,2.358,NA,NA,NA,NA,NA
30744,2.200,IHC,526.3168,5.337,NA,NA,NA,NA,NA
20133,2.196,IHC,879.9444,3.049,NA,CCMSLIB00010217924,Candidate Trihydroxylated bile acid (delta mass 470.6486),M+H,NA
24107,2.195,AIR,359.2591,3.883,NA,CCMSLIB00005465197,"""(3R)-3-((3R,5S,7R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)butanoic acid""",M-2H2O+H,NA
1592,2.192,AIR,227.0342,0.290,NA,NA,NA,NA,NA
23286,2.189,AIR,413.2677,3.651,107,NA,NA,NA,NA
35926,2.189,IHC,445.3680,6.502,NA,NA,NA,NA,NA
1637,2.188,IHC,132.5205,0.293,NA,NA,NA,NA,NA
15598,2.186,AIR,239.1645,2.328,NA,NA,NA,NA,NA
1785,2.185,AIR,142.0353,0.305,NA,NA,NA,NA,NA
19788,2.184,AIR,425.2899,2.986,NA,CCMSLIB00010233950,"""Candidate Tetrahydroxylated bile acid (delta mass -0.0001; sirius atomic difference:; buddy atomic difference: 1C, -4H, 4N, -4O)""",M+H,NA
25373,2.180,AIR,445.2577,4.139,NA,NA,NA,NA,NA
23439,2.178,AIR,257.1750,3.677,NA,NA,NA,NA,NA
29619,2.177,IHC,524.3023,5.135,NA,NA,NA,NA,NA
3265,2.176,IHC,390.1871,0.527,NA,NA,NA,NA,NA
31438,2.176,AIR,436.3419,5.458,137,NA,NA,NA,NA
9329,2.176,AIR,280.1212,1.541,481,NA,NA,NA,NA
17158,2.176,AIR,324.1475,2.572,NA,NA,NA,NA,NA
33057,2.175,IHC,563.2656,5.698,NA,NA,NA,NA,NA
15995,2.169,AIR,213.1129,2.404,144,CCMSLIB00005778187,Massbank:FIO00850 Dehydro-piliformic-acid,M+H,NA
20768,2.169,AIR,370.2592,3.189,57,NA,NA,NA,NA
26683,2.165,AIR,422.2906,4.433,NA,NA,NA,NA,NA
29944,2.164,AIR,95.0856,5.222,484,NA,NA,NA,NA
20097,2.163,AIR,315.1959,3.056,NA,NA,NA,NA,NA
27829,2.163,IHC,553.2685,4.733,NA,NA,NA,NA,NA
1066,2.162,IHC,185.9605,0.244,188,NA,NA,NA,NA
28922,2.159,AIR,319.2271,4.956,NA,NA,NA,NA,NA
9580,2.158,AIR,256.1164,1.559,NA,NA,NA,NA,NA
27548,2.158,AIR,289.1817,4.602,600,NA,NA,NA,NA
22983,2.155,AIR,384.2752,3.613,NA,NA,NA,NA,NA
29064,2.154,AIR,282.2794,4.998,164,CCMSLIB00003135022,Spectral Match to N-Tetracosenoyl-4-sphingenine from NIST14,M+H-C24H44O-H2O,NA
36317,2.152,IHC,456.3477,6.641,14,NA,NA,NA,NA
26450,2.149,AIR,313.2376,4.387,NA,NA,NA,NA,NA
28171,2.147,AIR,415.3215,4.808,656,CCMSLIB00012277094,INT-777,[M+H-2H2O]+,NA
11630,2.146,AIR,296.1164,1.786,NA,NA,NA,NA,NA
29874,2.143,IHC,522.3573,5.178,611,CCMSLIB00003136940,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,M+H,NA
23297,2.141,AIR,511.2355,3.652,107,NA,NA,NA,NA
29007,2.138,AIR,301.2934,4.991,164,NA,NA,NA,NA
1389,2.137,AIR,110.0090,0.274,332,NA,NA,NA,NA
4090,2.137,IHC,279.1344,0.660,NA,CCMSLIB00003138018,Spectral Match to Tyr-Pro from NIST14,M+H,NA
29809,2.135,IHC,346.3317,5.169,NA,NA,NA,NA,NA
36295,2.134,IHC,497.3745,6.639,14,NA,NA,NA,NA
22499,2.133,AIR,264.6414,3.509,249,NA,NA,NA,NA
32451,2.131,IHC,418.3324,5.610,128,CCMSLIB00012718109,Candidate Leucine-C20:4 (delta mass:286.2297),M+H,NA
1706,2.130,AIR,235.0129,0.299,NA,NA,NA,NA,NA
27701,2.127,IHC,835.4825,4.692,132,NA,NA,NA,NA
17219,2.126,AIR,265.1050,2.539,NA,NA,NA,NA,NA
21882,2.126,AIR,334.2072,3.342,NA,NA,NA,NA,NA
28193,2.125,AIR,504.3723,4.770,NA,NA,NA,NA,NA
15870,2.118,AIR,363.1558,2.369,NA,NA,NA,NA,NA
19879,2.117,AIR,389.2703,3.022,248,CCMSLIB00010241218,"""Candidate Tetrahydroxylated bile acid (delta mass -36.0207; sirius atomic difference: -4H, -2O; buddy atomic difference: -4H, -2O)""",M+H,NA
18250,2.117,AIR,387.2586,2.771,NA,NA,NA,NA,NA
25143,2.116,IHC,470.2884,4.072,432,NA,NA,NA,NA
22966,2.115,AIR,447.2728,3.598,NA,NA,NA,NA,NA
35980,2.115,IHC,446.3744,6.512,NA,NA,NA,NA,NA
27604,2.113,IHC,801.5277,4.762,702,NA,NA,NA,NA
26050,2.112,AIR,556.3633,4.256,798,CCMSLIB00006583694,Phe-bMCA,M+H,NA
22903,2.112,IHC,482.2937,3.582,181,CCMSLIB00010225275,"""Candidate Dihydroxylated bile acid (delta mass 88.9938; ; spectral library match to CCMSLIB00005465603, """"2-((4R)-4-((5S,9S,10S,12R,13R,14S,17R)-12-hydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"""")""",M+H,Dihydroxylated bile acid_taurine [M-H2O+H]+
28447,2.111,AIR,407.2791,4.865,805,CCMSLIB00010237338,"""Candidate Tetrahydroxylated bile acid (delta mass -18.0104; sirius atomic difference: -2H, -1O; buddy atomic difference: -2H, -1O)""",M+H,NA
32496,2.111,IHC,396.3477,5.737,NA,CCMSLIB00012717904,Candidate Leucine-C18:1 (delta mass:264.2453),M+H,NA
21088,2.108,AIR,406.2959,3.239,NA,NA,NA,NA,NA
5200,2.108,AIR,146.1181,0.863,456,NA,NA,NA,NA
22304,2.108,IHC,464.2827,3.538,181,CCMSLIB00010228764,"""Candidate Dihydroxylated bile acid (delta mass 70.9801; buddy atomic difference: 5C, -3H, 1N; spectral library match to CCMSLIB00005435583, taurohyodeoxycholic acid)""",M+H,Dihydroxylated bile acid_taurine [M-2H2O+H]+
29625,2.107,AIR,297.2428,5.109,24,CCMSLIB00003136100,Spectral Match to 9(10)-EpOME from NIST14,M+H,NA
17883,2.106,AIR,311.1471,2.692,NA,NA,NA,NA,NA
31082,2.105,AIR,349.2741,5.393,415,NA,NA,NA,NA
15746,2.104,AIR,347.1600,2.322,NA,NA,NA,NA,NA
29547,2.104,IHC,991.6747,5.110,127,NA,NA,NA,NA
23130,2.101,AIR,389.2697,3.564,NA,CCMSLIB00010242293,"""Candidate Trihydroxylated bile acid (delta mass -20.0267; sirius atomic difference: -4H, -1O; buddy atomic difference: -4H, -1O)""",M+H,NA
856,2.100,IHC,280.0924,0.233,NA,NA,NA,NA,NA
30998,2.100,IHC,524.3731,5.372,NA,CCMSLIB00003139075,Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14,M+H,NA
12690,2.100,AIR,323.1547,1.911,759,NA,NA,NA,NA
15768,2.099,AIR,215.1283,2.403,NA,CCMSLIB00000848431,NCGC00168824-02!(E)-undec-2-enedioic acid,M+H,NA
14274,2.097,AIR,241.1061,2.156,NA,NA,NA,NA,NA
28675,2.095,IHC,832.5715,4.921,NA,NA,NA,NA,NA
33390,2.095,IHC,397.3510,5.738,NA,NA,NA,NA,NA
22005,2.093,AIR,218.1543,3.407,48,CCMSLIB00003139825,Spectral Match to Ethoxyquin from NIST14,M+H,NA
30841,2.091,AIR,297.2428,5.348,499,CCMSLIB00003134797,Spectral Match to 12(13)-Epoxy-9Z-octadecenoic acid from NIST14,M+H,NA
23536,2.091,IHC,519.3339,3.728,NA,CCMSLIB00010223186,"""Candidate Trihydroxylated bile acid (delta mass 110.0354; sirius atomic difference: 6C, 6H, 2O; buddy atomic difference: 6C, 6H, 2O)""",M+H,Trihydroxylated bile acid_d-mannitol [M-3H2O+H]+
20114,2.091,AIR,433.3318,3.047,NA,NA,NA,NA,NA
21145,2.089,AIR,537.3546,3.259,NA,CCMSLIB00005467949,Glutamine conjugated cholic acid,M+H,NA
35556,2.089,IHC,383.3313,6.411,NA,CCMSLIB00004717422,"Cholest-4,6-Dien-3-One",[M+H]+,NA
29112,2.087,AIR,339.1936,5.008,230,CCMSLIB00010255041,"""Candidate Dihydroxylated bile acid (delta mass -54.1069; sirius atomic difference: -2C, -14H, -1O; buddy atomic difference: -6C, -18H, 6N, -3O)""",M+H,NA
34245,2.086,IHC,399.3265,5.868,NA,NA,NA,NA,NA
29360,2.086,IHC,184.0740,5.059,NA,NA,NA,NA,NA
28222,2.085,AIR,445.3694,4.829,NA,NA,NA,NA,NA
18799,2.085,AIR,329.2124,2.833,347,NA,NA,NA,NA
30226,2.083,IHC,548.3729,5.249,831,CCMSLIB00010096583,PC(20:2/0:0); [M+H]+ C28H55N1O7P1,M+H,NA
19715,2.083,AIR,309.2063,2.967,NA,NA,NA,NA,NA
1151,2.082,AIR,239.9669,0.259,332,NA,NA,NA,NA
13651,2.078,IHC,628.3314,2.072,168,NA,NA,NA,NA
24073,2.075,AIR,449.3271,3.863,NA,NA,NA,NA,NA
36000,2.075,IHC,528.5008,6.545,171,NA,NA,NA,NA
23435,2.074,IHC,589.3026,3.675,NA,NA,NA,NA,NA
29612,2.074,IHC,546.3574,5.117,NA,CCMSLIB00010083928,PC(20:3/0:0); [M+H]+ C28H53N1O7P1,M+H,NA
16245,2.074,AIR,308.1527,2.435,NA,NA,NA,NA,NA
13867,2.071,AIR,316.1217,2.090,NA,NA,NA,NA,NA
32138,2.071,IHC,329.2483,5.563,NA,NA,NA,NA,NA
21674,2.071,AIR,563.3002,3.349,119,CCMSLIB00010221934,"""Candidate Trihydroxylated bile acid (delta mass 154.0049; sirius atomic difference: 5C, 2H, 2N, 4O; buddy atomic difference: 5C, 2H, 2N, 4O)""",M+H,NA
27940,2.071,AIR,337.2358,4.672,59,CCMSLIB00010259544,"""Candidate Trihydroxylated bile acid (delta mass -72.0579; sirius atomic difference: -4C, -8H, -1O; buddy atomic difference: -4C, -8H, -1O)""",M+H,NA
37113,2.070,IHC,502.3893,6.924,215,NA,NA,NA,NA
30743,2.069,AIR,193.1959,5.337,484,CCMSLIB00003139014,"Spectral Match to (Z,E)-Tetradeca-9,12-dienol from NIST14",M+H-H2O,NA
18801,2.066,AIR,347.2223,2.831,347,NA,NA,NA,NA
6127,2.066,IHC,312.1922,0.928,NA,NA,NA,NA,NA
1315,2.065,AIR,73.5321,0.265,332,NA,NA,NA,NA
20640,2.064,AIR,305.2120,3.149,NA,NA,NA,NA,NA
3337,2.061,IHC,338.1697,0.539,NA,NA,NA,NA,NA
36822,2.061,IHC,762.6083,6.819,NA,NA,NA,NA,NA
33121,2.058,IHC,399.3269,5.713,NA,NA,NA,NA,NA
13016,2.057,IHC,126.0224,1.990,NA,NA,NA,NA,NA
32064,2.055,AIR,295.2635,5.579,NA,CCMSLIB00003139449,Spectral Match to Ricinoleic acid methyl ester from NIST14,M+H-H2O,NA
36008,2.055,IHC,562.5196,6.547,NA,NA,NA,NA,NA
28240,2.052,IHC,282.1310,4.821,693,NA,NA,NA,NA
21607,2.051,AIR,273.1485,3.336,NA,NA,NA,NA,NA
30135,2.051,IHC,510.3573,5.235,392,CCMSLIB00003134769,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
29923,2.048,IHC,544.3403,5.142,NA,CCMSLIB00003137471,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,M+Na,NA
32001,2.048,IHC,775.6675,5.557,43,NA,NA,NA,NA
25227,2.047,AIR,409.2205,4.044,NA,NA,NA,NA,NA
32288,2.046,IHC,380.3163,5.581,29,CCMSLIB00012717712,Candidate 2-aminovaleric acid-C18:2 (delta mass:262.23),M+H,NA
27422,2.043,AIR,362.2483,4.617,NA,NA,NA,NA,NA
1515,2.042,AIR,146.1181,0.284,549,NA,NA,NA,NA
5321,2.039,AIR,248.1145,0.875,NA,NA,NA,NA,NA
14193,2.038,IHC,503.2717,2.114,NA,NA,NA,NA,NA
22000,2.037,AIR,574.3414,3.407,NA,NA,NA,NA,NA
36891,2.035,IHC,456.3839,6.839,NA,NA,NA,NA,NA
31296,2.034,IHC,552.4034,5.443,NA,CCMSLIB00003139903,Spectral Match to 1-Octadecyl-2-acetyl-sn-glycero-3-phosphocholine from NIST14,M+H,NA
29366,2.033,AIR,457.3321,5.145,NA,NA,NA,NA,NA
33048,2.032,IHC,382.3322,5.687,285,CCMSLIB00012717724,Candidate 2-aminovaleric acid-C18:1 (delta mass:264.2456),M+H,NA
792,2.032,AIR,168.0771,0.229,332,NA,NA,NA,NA
36883,2.026,IHC,385.3471,6.843,777,CCMSLIB00006124602,2224119 - 40.0 eV,M+H,NA
33140,2.026,IHC,378.2644,5.705,189,NA,NA,NA,NA
28143,2.024,IHC,426.2620,4.798,646,NA,NA,NA,NA
22488,2.024,AIR,359.2590,3.502,NA,NA,NA,NA,NA
18382,2.023,AIR,484.2773,2.746,NA,NA,NA,NA,NA
9251,2.020,AIR,502.3242,1.533,NA,NA,NA,NA,NA
4213,2.018,IHC,301.1165,0.688,NA,NA,NA,NA,NA
29584,2.018,IHC,496.3404,5.113,127,CCMSLIB00003140032,Spectral Match to Lyso-PC(16:0) from NIST14,M+H,NA
23438,2.017,AIR,360.2208,3.671,NA,CCMSLIB00010248108,"""Candidate Monohydroxylated bile acid (delta mass -17.0842; sirius atomic difference: -6C, -7H, 1N, 1O, 1S; buddy atomic difference: -6C, -7H, 1N, 1O, 1S)""",M+H,NA
25407,2.017,AIR,448.3432,4.151,NA,CCMSLIB00010230377,"""Candidate Tetrahydroxylated bile acid (delta mass 23.0529; sirius atomic difference: 3C, 5H, 1N, -2O; buddy atomic difference: 3C, 5H, 1N, -2O)""",M+H,NA
27584,2.015,AIR,386.2907,4.646,584,NA,NA,NA,NA
1344,2.014,AIR,100.0245,0.269,332,NA,NA,NA,NA
25715,2.009,IHC,440.2773,4.310,NA,CCMSLIB00000221377,"ReSpect:PT108130 1-Lauroyl-2-Hydroxy-sn-Glycero-3-Phosphocholine|12:0 LysoPC|1-Dodecanoyllysolecithin|Phosphocholine,1-Lauroyl-2-Hydroxy-sn-Glycero-3-|[(2R)-3-dodecanoyloxy-2-hydroxypropyl] 2-trimethylazaniumylethyl p",[M+H],NA
28058,2.007,AIR,463.3787,4.774,NA,CCMSLIB00010228815,"""Candidate Trihydroxylated bile acid (delta mass 54.0837; buddy atomic difference: 5C, 10H, -1O)""",M+H,NA
27413,2.007,AIR,315.2533,4.615,59,CCMSLIB00003135516,"Spectral Match to 9,10-Dihydroxy-12Z-octadecenoic acid from NIST14",M+H,NA
25488,2.007,IHC,501.3209,4.162,NA,NA,NA,NA,NA
29692,2.004,AIR,189.1281,5.134,NA,NA,NA,NA,NA
30910,2.003,IHC,310.1625,5.362,NA,NA,NA,NA,NA
6466,2.001,IHC,441.2351,1.090,NA,NA,NA,NA,NA
28669,2.001,IHC,440.2775,4.920,638,NA,NA,NA,NA
20758,1.996,AIR,307.1906,3.134,NA,NA,NA,NA,NA
29058,1.994,AIR,300.2900,4.996,164,CCMSLIB00003138153,Spectral Match to D-erythro-C18-Sphingosine from NIST14,M+H,NA
1485,1.993,AIR,280.9935,0.257,332,NA,NA,NA,NA
25876,1.993,IHC,244.6379,4.234,15,NA,NA,NA,NA
21727,1.992,AIR,448.3077,3.369,119,CCMSLIB00010230712,"""Candidate Trihydroxylated bile acid (delta mass 39.0151; sirius atomic difference: 2C, 1H, 1N; buddy atomic difference: -3C, 1H, 3N, 2O; spectral library match to CCMSLIB00005435514, glycocholic acid)""",M+H,NA
1422,1.989,AIR,128.0197,0.276,332,NA,NA,NA,NA
27669,1.987,IHC,605.3981,4.690,132,CCMSLIB00010221165,"""Candidate Trihydroxylated bile acid (delta mass 196.0984; sirius atomic difference: 13C, 12H, 2N; buddy atomic difference: 18C, 12H, -2O)""",M+H,Trihydroxylated bile acid_melatonin [M-H2O+H]+
20855,1.985,AIR,277.1801,3.180,NA,NA,NA,NA,NA
32492,1.984,IHC,428.3162,5.619,547,CCMSLIB00012718176,Candidate Phenylalanine-C18:2 (delta mass:262.2299),M+H,NA
30212,1.983,AIR,475.3425,5.238,NA,NA,NA,NA,NA
12027,1.981,AIR,123.0407,1.883,597,NA,NA,NA,NA
1088,1.981,IHC,258.1100,0.264,NA,CCMSLIB00006679241,SN-GLYCERO-3-PHOSPHOCHOLINE,M+H,NA
25134,1.981,IHC,422.2906,4.084,NA,CCMSLIB00010234474,"""Candidate Tetrahydroxylated bile acid (delta mass -2.9991; sirius atomic difference: -4H, -1O; buddy atomic difference: -1H, 1N, -1O)""",M+H,NA
29573,1.980,IHC,770.9663,5.114,NA,NA,NA,NA,NA
1550,1.978,AIR,155.0669,0.287,NA,NA,NA,NA,NA
1311,1.977,AIR,141.0514,0.265,332,NA,NA,NA,NA
17282,1.977,AIR,260.1497,2.537,NA,NA,NA,NA,NA
1218,1.976,AIR,164.0671,0.258,332,NA,NA,NA,NA
4469,1.976,AIR,155.0707,0.676,NA,NA,NA,NA,NA
33956,1.974,AIR,363.2899,5.889,NA,NA,NA,NA,NA
29810,1.974,IHC,536.3089,5.167,NA,NA,NA,NA,NA
30382,1.974,AIR,399.3281,5.228,NA,NA,NA,NA,NA
31201,1.970,IHC,550.3883,5.417,NA,CCMSLIB00010099351,PC(20:1/0:0); [M+H]+ C28H57N1O7P1,M+H,NA
27720,1.968,IHC,255.1265,4.695,NA,NA,NA,NA,NA
20055,1.968,AIR,451.3424,3.067,NA,NA,NA,NA,NA
27834,1.968,AIR,390.2694,4.743,NA,CCMSLIB00003136462,Spectral Match to N-Oleoyltaurine from NIST14,M+H,NA
36628,1.968,IHC,586.5201,6.741,166,NA,NA,NA,NA
21734,1.967,IHC,522.2874,3.444,181,CCMSLIB00003138802,Spectral Match to Tauroursodeoxycholic acid from NIST14,M+Na,NA
25597,1.965,IHC,837.5501,4.166,432,NA,NA,NA,NA
28571,1.962,IHC,452.2780,4.904,NA,NA,NA,NA,NA
10001,1.961,AIR,202.0719,1.612,NA,NA,NA,NA,NA
27707,1.961,IHC,798.5893,4.690,132,CCMSLIB00010218575,"""Candidate Trihydroxylated bile acid (delta mass 389.2932; sirius atomic difference: 24C, 39H, 1N, 3O; buddy atomic difference: 24C, 39H, 1N, 3O)""",M+H,Trihydroxylated bile acid_3-hydroxy-12-oxocholan-24-oic acid [M+NH4]+
27614,1.960,AIR,319.2272,4.687,NA,NA,NA,NA,NA
32793,1.958,IHC,336.2538,5.646,33,NA,NA,NA,NA
22784,1.956,AIR,509.2194,3.562,675,NA,NA,NA,NA
19774,1.949,AIR,384.2756,3.012,NA,NA,NA,NA,NA
33930,1.945,IHC,352.2850,5.881,749,NA,NA,NA,NA
20073,1.944,AIR,363.2172,3.056,NA,NA,NA,NA,NA
1313,1.942,AIR,153.0333,0.266,332,NA,NA,NA,NA
19302,1.942,AIR,361.2131,2.919,NA,NA,NA,NA,NA
19921,1.942,AIR,546.3556,3.018,NA,CCMSLIB00005467945,Histidine conjugated cholic acid ,M+H,NA
14215,1.941,AIR,234.1492,2.211,433,NA,NA,NA,NA
35701,1.939,IHC,534.4904,6.453,359,NA,NA,NA,NA
33540,1.938,IHC,309.2428,5.737,NA,NA,NA,NA,NA
30087,1.937,AIR,448.3414,5.289,NA,NA,NA,NA,NA
22769,1.937,AIR,317.2115,3.556,412,NA,NA,NA,NA
12802,1.936,IHC,263.1395,1.941,379,CCMSLIB00003139611,Spectral Match to Met-Leu from NIST14,M+H,NA
33568,1.933,IHC,409.3311,5.762,NA,NA,NA,NA,NA
29110,1.929,AIR,299.2009,5.010,230,NA,NA,NA,NA
18043,1.928,AIR,372.1849,2.641,NA,NA,NA,NA,NA
12833,1.928,AIR,295.0786,1.952,262,NA,NA,NA,NA
3238,1.927,IHC,272.1605,0.522,NA,NA,NA,NA,NA
22611,1.926,IHC,406.2958,3.521,NA,CCMSLIB00010238079,"""Candidate Tetrahydroxylated bile acid (delta mass -18.9947; sirius atomic difference: -1H, 1N, -2O; buddy atomic difference: -1H, 1N, -2O)""",M+H,NA
11757,1.925,IHC,126.0224,1.865,NA,NA,NA,NA,NA
21802,1.925,AIR,408.3113,3.375,NA,CCMSLIB00010235992,"""Candidate Trihydroxylated bile acid (delta mass -0.982; sirius atomic difference: 1H, 1N, -1O; buddy atomic difference: 1H, 1N, -1O)""",M+H,NA
25810,1.925,IHC,426.3219,4.234,15,CCMSLIB00010233563,"""Candidate Trihydroxylated bile acid (delta mass 17.0263; buddy atomic difference: 3H, 1N; spectral library match to CCMSLIB00003137151, Spectral Match to Cholic acid from NIST14)""",M+H,NA
29560,1.924,IHC,523.3013,5.113,127,NA,NA,NA,NA
27662,1.924,IHC,410.2584,4.665,132,NA,NA,NA,NA
20631,1.923,AIR,502.2554,3.163,NA,NA,NA,NA,NA
21457,1.918,AIR,315.1959,3.461,104,NA,NA,NA,NA
28892,1.918,AIR,295.1908,4.960,71,NA,NA,NA,NA
29899,1.917,IHC,339.2527,5.155,424,NA,NA,NA,NA
25388,1.915,IHC,243.6301,4.141,253,NA,NA,NA,NA
29123,1.913,AIR,316.2277,5.012,230,NA,NA,NA,NA
27960,1.912,IHC,796.5730,4.762,702,NA,NA,NA,NA
24281,1.912,AIR,319.2274,3.916,NA,NA,NA,NA,NA
22069,1.910,IHC,516.3063,3.439,NA,CCMSLIB00010223303,"""Candidate Trihydroxylated bile acid (delta mass 107.0106; sirius atomic difference: 2C, 5H, 1N, 2O, 1S; buddy atomic difference: 4C, 1H, 3N, 1O)""",M+H,NA
33293,1.909,IHC,475.3428,5.728,65,NA,NA,NA,NA
35766,1.909,IHC,862.6266,6.474,NA,CCMSLIB00001058187,C16 Lactosyl Ceramide (d18:1/16:0),M+H,NA
4072,1.906,IHC,515.2487,0.659,NA,NA,NA,NA,NA
10026,1.906,IHC,328.2239,1.673,NA,NA,NA,NA,NA
28554,1.905,AIR,443.3524,4.917,25,NA,NA,NA,NA
23720,1.905,IHC,533.3272,3.689,NA,CCMSLIB00010222692,"""Candidate Trihydroxylated bile acid (delta mass 124.03; sirius atomic difference: 2C, 8H, 2N, 2O, 1S; buddy atomic difference: 11C, 4N, -4O; spectral library match to CCMSLIB00006680127, TAUROCHOLIC ACID)""",M+H,NA
31175,1.904,IHC,466.3295,5.414,810,CCMSLIB00004684237,TOP19 Psoriasis feature - Unknown FeatureID=3668,M+H,NA
20343,1.904,IHC,559.3429,3.082,NA,NA,NA,NA,NA
30627,1.903,AIR,390.2661,5.278,NA,CCMSLIB00003136462,Spectral Match to N-Oleoyltaurine from NIST14,M+H,NA
33633,1.902,IHC,407.2564,5.671,NA,NA,NA,NA,NA
14034,1.901,AIR,201.1131,2.149,775,NA,NA,NA,NA
25730,1.901,IHC,427.3246,4.228,15,CCMSLIB00010233136,"""Candidate Trihydroxylated bile acid (delta mass 18.0291; sirius atomic difference: 4C, 2H, -2O; buddy atomic difference: 4C, 2H, -2O)""",M+H,NA
22521,1.898,AIR,535.3059,3.512,552,NA,NA,NA,NA
36356,1.897,IHC,367.3363,6.642,NA,CCMSLIB00003139463,Spectral Match to Zymosterol from NIST14,M+H-H2O,NA
36552,1.897,AIR,540.4643,6.715,NA,NA,NA,NA,NA
17277,1.897,AIR,479.2438,2.578,NA,NA,NA,NA,NA
24699,1.897,IHC,429.2618,4.028,432,CCMSLIB00010233065,"""Candidate Tetrahydroxylated bile acid (delta mass 3.9716; sirius atomic difference: 2C, -4H, -1O; buddy atomic difference: 2C, -4H, -1O)""",M+H,NA
20978,1.896,AIR,348.2174,3.357,260,NA,NA,NA,NA
11005,1.896,AIR,488.7286,1.701,NA,NA,NA,NA,NA
28503,1.893,IHC,484.2676,4.882,NA,NA,NA,NA,NA
